,Product_ID,Customer_Name,Customer_ID,Date,Rating,Spam(1) and Not Spam(0),Reviews,Sentiment,Features,,,,,,
10,EL818EL01Y4FGNAFAMZ,fizah,6549,1/19/2017,4,0,iss may iss ki cable nai h aur iss k speaker b sai kaam nai karti,Negative,"['cable', 'speaker']",,,,,,
11,EL818EL01Y4FGNAFAMZ,Nasir Raza,3959,1/31/2017,4,0,theek hai mein un head  tamirati miyaar sooti miyaar battery ke waqt se mutmaen hon qeemat ke liye sab kuch achh is hai yeh bohat umdah nazar atay hain aur kaam bhi karwa letay hain iss liye mujhe koi baat nahi hai iss ke sath mamlaat,Positive,"['head', 'miyaar', 'miyaar', 'battery', 'waqt', 'qeemat', 'umdah', 'karwa']",,,,,,
12,EL818EL01Y4FGNAFAMZ,Waseeb Rehman,5913,11/14/2016,5,0,un head phone ke baarey mein mera tajurbah bohat acha raha hai mujhe yeh itna pasand aya hai ke mein nai un mein se  ko order diya hai yeh guzashta  mah se istemaal kar raha hon aur un ke miyaar ke sath kisi maslay ka saamna nahi karna para awaz aur taamer ka miyaar kaafi acha hai aur battery taqreeban   ghantay jari rehti hai,Positive,"['head', 'tajurbah', 'pasand', 'order', 'guzashta', 'miyaar', 'maslay', 'saamna', 'awaz', 'taamer', 'miyaar', 'battery', 'taqreeban', 'ghantay']",,,,,,
13,EL818EL01Y4FGNAFAMZ,Asfandyar,987,6/14/2017,2,0,jaizay dekhnay ke baad khareeda gaya lekin mujhe imandaar bitayen badter head phone awaz ka miyaar bohat kaam hai taamer bhi aam hai usay nahi khareedain kuch paisay shaamil karen aur kuch acha khareedain,Positive,"['imandaar', 'head', 'awaz', 'miyaar', 'taamer', 'paisay', 'shaamil']",,,,,,
14,EL818EL01Y4FGNAFAMZ,N,3834,2/28/2017,2,0,iss mein koi ox kibl shaamil nahi hai mein ny aik aks kibl khareedi hai aur usay apne laip taap se marboot kar di hai mein sirf head phone ke baen taraf se audio sun sakta hon durust numera,Positive,"['shaamil', 'aks', 'khareedi', 'marboot', 'head', 'taraf', 'audio', 'durust']",,,,,,
15,EL818EL01Y4FGNAFAMZ,Shoaib,5219,5/24/2016,5,0,ya chez wkt p aa gai thi aur kaam b sai kar rhi hai,Neutral,['wkt'],,,,,,
16,EL818EL01Y4FGNAFAMZ,Taha Khan,5497,10/16/2016,3,0,in k headphone ziyda buri nai hai lakin may kaho ka k inn ko na khareedo,Negative,"['headphone', 'ziyda', 'buri']",,,,,,
17,MI543EL0W5CEMNAFAMZ,Qamar Ali,4221,12/16/2017,5,0,may koi acha phone nai jaanta market may ya pura packge hai style ka money ka,Positive,"['jaanta', 'market', 'packge', 'style', 'money']",,,,,,
18,MI543EL0W5CEMNAFAMZ,Ammar qazi,768,7/10/2017,1,0,may ny order kya tha mi a in golden aur unho ny rose gole bejha hai mujhy,Neutral,"['order', 'mi', 'golden']",,,,,,
19,MI543EL0W5CEMNAFAMZ,Zafar,6030,12/15/2019,5,1,portrait mode bhot acha iss phone k camera may baki sb b acha hai sb sy ziyda google update achi hai,Positive,"['camera', 'ziyda', 'update']",,,,,,
20,MI543EL0W5CEMNAFAMZ,M Ahtisham,2758,5/16/2017,5,0,bhot hi acha phone hai ya speed b achi hi aur language ka masla b nai h,Positive,"['speed', 'language', 'masla']",,,,,,
21,MI543EL0W5CEMNAFAMZ,Hassan,2115,12/10/2019,5,1,achi timing hai sirf  dino may agya hai,Neutral,['timing'],,,,,,
22,MI543EL0W5CEMNAFAMZ,Atif,1079,7/6/2018,5,0,sirf thori se price ziyda hai agar international market k mukabaly dekha jya tu,Positive,"['thori', 'ziyda', 'international', 'market', 'mukabaly', 'dekha']",,,,,,
23,TD807EL1AHT5INAFAMZ,Danish Abbas,1395,7/21/2018,5,1,audio achi hai base k sath,Positive,"['audio', 'base']",,,,,,
24,TD807EL1AHT5INAFAMZ,Sarim,4924,12/11/2019,5,1,shukriya achi quality k lya mujhy pasnd hai iss ki audio,Positive,"['quality', 'audio']",,,,,,
25,TD807EL1AHT5INAFAMZ,Ahmed Raza,468,12/25/2019,5,1,shukriya achi quality k lya aur iss ki audio b achi hai,Positive,"['quality', 'audio']",,,,,,
26,TD807EL1AHT5INAFAMZ,Ali Mansoor,618,7/27/2016,5,1,iss ki quality achi hai aur baki sb b acha hai,Positive,['quality'],,,,,,
27,TD807EL1AHT5INAFAMZ,mohsin,6893,7/1/2016,5,0,sb sy acha product achi price may iss k earphone b achi hai zaroor liay aap b shukriya daraz,Positive,['earphone'],,,,,,
28,TD807EL1AHT5INAFAMZ,Munir Iqbal,3760,5/28/2016,5,0,base achi hai baki sari chzey b achi hai   iss k lya price b kaam hai,Positive,['base'],,,,,,
29,TD807EL1AHT5INAFAMZ,Aamir Naeem,128,10/20/2016,5,1,audio ki quality achi hai aur baki sb chezy b balance hai,Positive,"['audio', 'quality', 'chezy', 'balance']",,,,,,
30,AP728EL0UY9BQNAFAMZ,Irfan Ahmad,2342,3/10/2019,4,0,achi mobile hai lakin iss ki koi warenty nai hai,Positive,['warenty'],,,,,,
31,AP728EL0UY9BQNAFAMZ,Rana,4381,2/25/2017,2,0,may ny iphone lya us p straches hai aur box b sai sy band nai hai,Negative,"['straches', 'box', 'band']",,,,,,
32,IN545EL0DUHCSNAFAMZ,Saqib,4895,7/28/2016,1,0,iss k batter ie k issues hai aur customer service center sy b koi acha response nai aa rha,Positive,"['batter', 'issues', 'customer', 'response']",,,,,,
33,IN545EL0JSTEKNAFAMZ,Zahid,6040,6/20/2018,5,0,vaqata aik behtareen phone karkardagi aur istehkaam ke hawale se yeh iss qeemat mein bay misaal hai taham yeh phone thora sa bhaari aur bara hai mazeed yeh ke phone ke sath faraham kardah  ka shafaaf cover bhi thora sa dheel hai,Positive,"['vaqata', 'behtareen', 'hawale', 'qeemat', 'misaal', 'bhaari', 'bara', 'faraham', 'shafaaf', 'cover']",,,,,,
34,IN545EL0JSTEKNAFAMZ,Ã˜Â¹Ã˜Â¨Ã˜Â¯Ã˜Â§Ã™â€žÃ™â€¦Ã˜Â§Ã˜Â¬Ã˜Â¯,7511,11/2/2016,5,0,battery timing aur mobile bhot acha kaam kar rha hai hai,Positive,"['battery', 'timing']",,,,,,
35,IN545EL0JSTEKNAFAMZ,Danish,1394,11/29/2017,5,0,sb sy acha phone hai agar aap sy ko huwai k sath compare kry tu,Neutral,['compare'],,,,,,
36,SA609EL14GQ9ONAFAMZ,Ali,589,5/28/2017,1,0,mein nai phone bazyaft kya aur mein nai dekha ke iss khanaay mein dosra haath huawei ie  tha aur daraz bhi iss ki jagah nahi le rahay hain woh keh rahay hain ke yeh un ka phone nahi hai,Negative,"['dekha', 'haath']",,,,,,
37,SA609EL14GQ9ONAFAMZ,Maryam,3047,5/10/2018,5,0,sb sy acha product hai sirf  din may mil gya hai price b kaafi kaam hai,Neutral,['din'],,,,,,
38,SA609EL14GQ9ONAFAMZ,Abid,275,12/9/2018,4,0,plz mujhy bta di k ya single ya dual sim wala hai,Neutral,"['single', 'dual', 'sim']",,,,,,
39,IN545EL0JSTEKNAFAMZ,Irshad,2361,10/5/2019,5,0,sb sy achi deal hai may bhot kush ho istemail kar k,Positive,"['deal', 'istemail']",,,,,,
40,SA609EL14GQ9ONAFAMZ,Awais,1110,12/25/2019,5,0,yeh vaqata aik acha tajurbah tha mein jaldi tarseel aur zabardast  ke liye daraz ki tareef karta hon sale  saal warranty card ke sath mukammal tor par original hai tajdeed shuda nahi shukriya daraz aur dealer,Positive,"['vaqata', 'tajurbah', 'jaldi', 'zabardast', 'tareef', 'warranty', 'card', 'mukammal', 'tor', 'original', 'tajdeed']",,,,,,
41,SA609EL14GQ9ONAFAMZ,Abdul,164,5/6/2016,5,0,bhot acho deal h  din may hi phone mil gya hai,Neutral,"['deal', 'din']",,,,,,
42,SA609EL14GQ9ONAFAMZ,Hashim,2096,9/14/2017,4,0,usay  din baad mil gaya warranty card bhi shaamil hai asli simsng mohar ke sath chairr chhar ki gayi thi lekin aik aur mohar barqarar thi majmoi tor par acha tajurbah ab tak koi masla nahi hai aik shafaaf cover bhi shaamil hai,Neutral,"['din', 'warranty', 'card', 'shaamil', 'asli', 'mohar', 'mohar', 'barqarar', 'majmoi', 'tor', 'tajurbah', 'masla', 'shafaaf', 'cover', 'shaamil']",,,,,,
43,SA609EL14GQ9ONAFAMZ,Adnan Sukhera,363,9/6/2017,5,0,may ny socha nai tha k  din may phone aa jya ga bhot acha tha pura box band tha bhot achi daraz,Positive,"['din', 'box', 'band']",,,,,,
44,SA609EL14GQ9ONAFAMZ,Wasi,5921,12/27/2017,5,0,shukriya daraz apka product  orignal tha,Positive,['orignal'],,,,,,
45,SA609EL14GQ9ONAFAMZ,Zain,6067,1/28/2018,2,0,order  din mein haasil karliya lekin mein mobile ki mohar ke baray mein qadray mutfiq hon kyunkay wahan du aam and pi sale mojood thay jin mein se aik pehlay hi khuli thi aur un dono muhroon ke neechay simsng neh aik aur mohar laga di thi ke agar mohar toot gaya hai tu yeh baat qubool nahi karti hai aur yeh toot gaya hai baichnay walay ko yeh bhi zikar karna chahiye ke woh kun sa model farokht kar rahay hain jis mein s aam  f dd s hai,Negative,"['order', 'din', 'haasil', 'mohar', 'baray', 'qadray', 'wahan', 'mojood', 'pehlay', 'khuli', 'neechay', 'neh', 'mohar', 'mohar', 'toot', 'toot', 'baichnay', 'model', 'farokht']",,,,,,
46,MI543EL02ACXSNAFAMZ,Muhammad Sami,3629,8/1/2018,5,0,yeh har aik ke liye aisa zabardast tool hai jo mustaqil tor par chal raha hai mein mutadid aliktranks le kar aata hon aur jab zaroorat ho tu sakt mein un sab ko plug karna asan hota hai aur yahan kahan hai yeh asan ho jata hai,Positive,"['zabardast', 'mustaqil', 'tor', 'mutadid', 'zaroorat', 'plug', 'asan', 'asan']",,,,,,
47,MI543EL02ACXSNAFAMZ,Muhammad,3482,11/23/2017,4,0,quality sab kuch hai aur mujhe khushi hai ke aam aayi ka power bank khud se charge rakhnay mein aur mere phone par bhi bohat aaccha kaam kar raha hai  aam ai each ke l it yeh vaqata good aaccha hai mere phone par du baar charge karta hai aur iss ki minofikchrng ka miyaar bhi bohat aaccha hai,Positive,"['quality', 'khushi', 'power', 'bank', 'charge', 'vaqata', 'good', 'charge', 'miyaar']",,,,,,
48,TE111EL1KXNGWNAFAMZ,Asad,966,6/13/2019,4,0,glass muhafiz aur naram case back  dono waqai achi terhan se tayyar hain aur jab se mein ne box khoola mein ne jo kuch pohanchaya iss se mutmaen hogaya bilkul tayyar bohat mazboot aur mein usay yakeeni tor par qabil aetmaad kahoon ga kyunkay yeh ab taq kaam kar raha hai aur yahan taq ke sab se ziyada garam dinon mein glass bhi nahi phataa hai,Positive,"['glass', 'muhafiz', 'naram', 'case', 'back', 'box', 'pohanchaya', 'tor', 'qabil', 'aetmaad', 'garam', 'dinon', 'glass', 'phataa']",,,,,,
49,IN545EL0GG4NGNAFAMZ,Ali,589,4/21/2017,1,0,bhot bura phone hai iss ki battery sai hai lakin screen tooti hoei hai aur touch b sai kaam nai kar rha,Negative,"['battery', 'screen', 'tooti', 'touch']",,,,,,
50,IN545EL0GG4NGNAFAMZ,Abdul,164,3/2/2019,5,0,ya kaafi faydy mad h mry lya kaafi achi device hai,Positive,"['mad', 'device']",,,,,,
51,EL818EL01Y4FGNAFAMZ,.,12,2/7/2019,5,0,bhot aala headphne hai quality b avhi hai aur  ghanty ki battery timing b hai,Positive,"['headphne', 'quality', 'ghanty', 'battery', 'timing']",,,,,,
52,EL818EL01Y4FGNAFAMZ,Ali,589,1/26/2017,1,0,barah karam mein sanjeeda hon yeh nah khareedain un mein ziyada se ziyada imkaan hai ke woh aap ko is p ke bajaye ghalat numeral den ge jo head phone mujhe mila hai usay astodyo s kaha jata hai aur iss mein aks kibl bhi nahi tha iss ka jhoot,Negative,"['ghalat', 'head', 'aks']",,,,,,
53,EL818EL01Y4FGNAFAMZ,Shifa Taif,5215,11/16/2019,4,0,waqai mein bohat aaccha hai aur mujhe yeh pasand hai kyunkay mujhe iss par moseeqi suneney se lutaf aata hai head phone ka miyaar bhi aaccha hai aur mein usay pehantay hue hamwar mehsoos karta hon kisi terhan ki jalan ka sabab nahi bantaa hai mein neelay rang ki terhan bhi karta hon yeh aasani se mere phone ke sath munsalik hota hai aur mein ganoon ko aasani se tabdeel karsaktha hon aur mutlaq sahoolat ke sath hajam ko tabdeel ya mourr sakta hon mein chahta tha ke battery ka waqt ziyada behtar hota lekin mein ab bhi kharidari se mutmaen hon,Positive,"['pasand', 'moseeqi', 'lutaf', 'head', 'miyaar', 'hamwar', 'mehsoos', 'jalan', 'neelay', 'rang', 'aasani', 'munsalik', 'ganoon', 'aasani', 'tabdeel', 'sahoolat', 'hajam', 'tabdeel', 'chahta', 'battery', 'waqt', 'kharidari']",,,,,,
54,EL818EL01Y4FGNAFAMZ,Ubaid,5652,7/4/2017,4,0,mujhy iss ki cable nai mili iss k daby may,Negative,"['cable', 'daby']",,,,,,
55,EL818EL01Y4FGNAFAMZ,Leeka Bhatti,2727,11/20/2016,4,0,yeh head phone apni qeemat ke mustahiq hain mein ne d film dekhnay ke liye apne ail  dd ke sath sirf aik baar iss ka istemaal kya hai aur mera tajurbah herat angaiz tha awaz ke miyaar aur kaan ke ird gird aram da aur pursukoon fitting se mohabbat karta tha iss ke ilawa iss ka  range bohat aaccha hai kyunkay mein apni ail  dd se bohat daur tha aur phir bhi iss mein koi mudakhlat nahi mili mawaad bhi aaccha hai majmoi tor par yeh aisi behtareen cheez hai jo aap ki qeemat ki hadd mein hosakti ha,Negative,"['head', 'qeemat', 'mustahiq', 'film', 'tajurbah', 'herat', 'angaiz', 'awaz', 'miyaar', 'kaan', 'gird', 'aram', 'pursukoon', 'fitting', 'mohabbat', 'range', 'daur', 'majmoi', 'tor', 'behtareen', 'qeemat']",,,,,,
56,EL818EL01Y4FGNAFAMZ,SOHAIB HASSAN,4600,3/16/2017,4,0,yeh lajawab hain yeh herat angaiz tor par qabil samaat hain aur khushgawar jamaliaat hain woh pahannay mein bohat aram da hain mere phone ke  ke sath jaldi se mutabqat pazeer aur un head phone ke baray mein sab se umdah baat yeh hai ke woh kisi bhi taar ke sath nahi atay hain jo werzish ya chalanay ke douran aap ke pasandeeda music se lutaf andoz hotay hue aap ko ulajhti hai ya pareshan karti hai iss se meri jim mein pareshani se pak music se lutaf andoz honay ki zaroriat poori hojati hain mein neh moseeqi ki mukhtalif snfon ko aazmaaya hai aur mein moseeqi ki har tafseel se lutaf andoz aur mehsoos karne ke qabil tha,Positive,"['lajawab', 'herat', 'angaiz', 'tor', 'qabil', 'samaat', 'khushgawar', 'pahannay', 'aram', 'jaldi', 'mutabqat', 'head', 'baray', 'umdah', 'taar', 'werzish', 'chalanay', 'douran', 'pasandeeda', 'music', 'lutaf', 'pareshan', 'jim', 'pareshani', 'music', 'lutaf', 'neh', 'moseeqi', 'mukhtalif', 'aazmaaya', 'moseeqi', 'tafseel', 'lutaf', 'mehsoos', 'qabil']",,,,,,
57,EL818EL01Y4FGNAFAMZ,Sarfraz Masood,4922,5/3/2018,1,0,dosray ke baarey mein nahi jantay lekin meri pi  ki battery  hafton ke baad faut hogayi agar mein iss se charge karta hon tu head phone bohat garam hojata hai jaisay yeh phatne wala hai aur mujhe nahi maloom ke mein iss ki jagah le sakta hon ya nahi lehaza jawab den,Positive,"['dosray', 'battery', 'hafton', 'charge', 'head', 'garam', 'phatne', 'maloom']",,,,,,
58,ON533EL0MR9HUNAFAMZ,Customer,1375,7/7/2019,5,0,may bhot kush ho iss ko liay k,Positive,[],,,,,,
59,SO638EL103OUWNAFAMZ,Mehmood,3099,4/7/2019,5,0,may dekh rha ho k kuch order karo daraz sy,Negative,['order'],,,,,,
60,SO638EL103OUWNAFAMZ,Wrong Packaging,5947,7/10/2017,1,0,thumb grip lya hai achi hai lakin picture may kuch aur chez dekhai hai aur ya orb sy b nai h,Positive,"['thumb', 'grip', 'picture']",,,,,,
61,SO638EL103OUWNAFAMZ,Obaid,4122,11/28/2016,5,0,item acha hai may sb sy kaho ga k liay lo,Positive,[],,,,,,
62,SO638EL103OUWNAFAMZ,y2j,7428,10/4/2019,4,0,yeh aik achi numeral hai sirf aik masla yeh hai ke mujhe apne hukum se yeh mila hai ke design ke angothay ki du laathi hain lekin mujhe aik hi design ki charon cheeze mil gayeen,Positive,"['masla', 'design', 'design', 'cheeze']",,,,,,
63,MI543EL0W5CEMNAFAMZ,Taufique,5577,6/14/2016,5,0,may iss ko istemaal kya aur ya bhot achi hai,Positive,[],,,,,,
64,MI543EL0W5CEMNAFAMZ,haseeb,6611,6/18/2018,4,0,phone acha hai lakin kaafi mehanga hai bahar ki market k mukabaly may,Positive,"['mehanga', 'market', 'mukabaly']",,,,,,
65,ON533EL0MR9HUNAFAMZ,Ishtiaq,2383,12/19/2017,4,0,translucent case nai h daby may,Neutral,"['translucent', 'case', 'daby']",,,,,,
66,ON533EL0MR9HUNAFAMZ,Pervaiz akhtar,4177,11/1/2019,5,0,ya kaafi acha phone hai asa mobile aur kahi nai h,Positive,[],,,,,,
67,SO638EL103OUWNAFAMZ,"Haider Ali	Bhatti",1969,2/6/2017,5,0,pi s  kntrolr girift mein bunyadi tor par mere angothay aur  stick ke mabain ragar muhayya karta hai taakay paicheeda  injaam day saken jis mein mukhtalif harkato ki zaroorat hoti hai lehaza yakeeni tor par ghanton gimng ke baad mere haath paseenay ho jatay hain aur yeh meri satah taq khelna mushkil hojata hai aik bohat hi umdah sakht jo mere angothon ko apni jagah par rakhnay mein muawin hai,Negative,"['kntrolr', 'girift', 'tor', 'stick', 'ragar', 'muhayya', 'paicheeda', 'injaam', 'day', 'mukhtalif', 'zaroorat', 'tor', 'ghanton', 'haath', 'paseenay', 'mushkil', 'umdah', 'sakht', 'angothon', 'muawin']",,,,,,
68,SO638EL103OUWNAFAMZ,Khawaja Waleed,2648,5/15/2016,5,0,ya bhot acha tha aur mujhy iss ki grips ki quality achi lagi bhot,Positive,"['grips', 'quality']",,,,,,
69,SO638EL103OUWNAFAMZ,Talha Qaser,5540,5/11/2018,5,0,mere jaisay paseenay walay haath walay logon ke liye thumb stick girift bohat achi hai mera anghutha hamesha chhari se waisay hi phisal jata tha lekin shukar hai ke yeh paseenay ke angothay ke sath bhi mazboot girift muhayya karta hai mazeed yeh ke mein yeh haqeeqat pasand karta hon ke jab aap pehli jori pehantay ho tu aik izafi jori bhi shaamil hoti hai mere kntrolr ke ilawa achh addition izafay ki wajah se khud hi chhari ki majmoi zindagi bhi barh jati hai,Negative,"['paseenay', 'haath', 'logon', 'thumb', 'stick', 'girift', 'shukar', 'paseenay', 'girift', 'muhayya', 'haqeeqat', 'pasand', 'jori', 'izafi', 'jori', 'shaamil', 'kntrolr', 'wajah', 'majmoi', 'zindagi']",,,,,,
70,MI543EL0W5CEMNAFAMZ,Aslan,1047,12/3/2017,5,0,ya phone wakai bhot acha hai,Neutral,[],,,,,,
71,MI543EL0W5CEMNAFAMZ,Zeeshan,6135,12/15/2017,5,0,bhot acha phone h khaas tor b fringer print sensor aur daul cam,Neutral,"['khaas', 'tor', 'print', 'sensor', 'cam']",,,,,,
72,TD807EL1AHT5INAFAMZ,Shazaib Aslam,5149,11/16/2018,5,1,audio ki quality bhot achi hai aur base b,Positive,"['audio', 'quality', 'base']",,,,,,
73,TD807EL1AHT5INAFAMZ,Waleed Ali Asif,5862,7/6/2017,5,1,audio bas wali h aur case ki quality bhi achi h,Positive,"['audio', 'case', 'quality']",,,,,,
74,TD807EL1AHT5INAFAMZ,Ali Mansoor,618,5/19/2019,5,1,achi quality aur achi awaz hai maza aya istemaal kar k,Positive,"['quality', 'awaz', 'maza']",,,,,,
75,TD807EL1AHT5INAFAMZ,Numan Tanveer,4115,7/1/2016,5,1,iss ki keemat kaam aur bhot achi chez h us sy ziyda hai jo may ny mangi thi,Positive,"['keemat', 'ziyda', 'mangi']",,,,,,
76,TD807EL1AHT5INAFAMZ,Azan,1161,8/19/2017,5,1,saaf awaz aur achi base bhot achi qualty k sath,Positive,"['saaf', 'awaz', 'base', 'qualty']",,,,,,
77,IN545EL1ID634NAFAMZ,Syed Khawar,5407,4/15/2019,3,0,ya acha nai hai bhot mayoos kya inflix ny inflix samrt bhot acha hai smart  sy,Neutral,"['mayoos', 'smart']",,,,,,
78,TD807EL1AHT5INAFAMZ,Waheed,5838,12/10/2017,1,0,iss keemat may range awaz ki bht buri hai,Negative,"['keemat', 'range', 'awaz', 'buri']",,,,,,
79,SA609EL14GQ9ONAFAMZ,Bilal,1273,11/27/2019,5,1,aik din may product mil gya orignal seal tha aur price b kaam thi market sy,Negative,"['din', 'orignal', 'seal', 'market']",,,,,,
80,SA609EL14GQ9ONAFAMZ,Saad,4618,7/17/2017,5,1,ya sb sy acha phne h ab tk,Neutral,['phne'],,,,,,
81,SA609EL14GQ9ONAFAMZ,Mohamamd Asad,3210,10/12/2018,5,0,hbl feast sy phone lya jo bhot acha hai,Neutral,['feast'],,,,,,
82,SA609EL14GQ9ONAFAMZ,Hatim,2143,1/22/2017,5,0,daraz ke zareya zabardast khidmat mera package  din ke andar mousool hogaya aur mobile  uine haqeeqi aur sale tha jis cheez ne mujhe sab se ziyada pareshan kya shabash daraaz,Positive,"['zabardast', 'khidmat', 'package', 'din', 'mousool', 'haqeeqi', 'pareshan', '']",,,,,,
83,NO611EL0B4ND4NAFAMZ,Adeel,319,6/25/2016,4,0,ya acha tajurba hai daraz sy chezy leny ka,Positive,['chezy'],,,,,,
84,NO611EL0B4ND4NAFAMZ,M.Mutahar,2838,4/29/2017,5,0,arrey nokia team mera naam muther ahmed hai aur mere paas youtube channel hai aur mein aap ki masnoaat ka jaiza lena chahta hon mera youtube video youtu bay yvwthmig ka link yeh hai mera  mil,Neutral,"['team', 'naam', 'youtube', 'channel', 'masnoaat', 'chahta', 'youtube', 'video', 'link']",,,,,,
85,HB430EL0MGDOKNAFAMZ,Muneeb Sheikh,3754,7/16/2017,5,0,awaz achi bettery timing b achi hai zaoor kharedy,Positive,"['awaz', 'bettery', 'timing']",,,,,,
86,HB430EL0MGDOKNAFAMZ,Junaid,2513,4/29/2019,5,0,bhot acha h ya quality b bht achi hai aur battery timing b,Positive,"['quality', 'battery', 'timing']",,,,,,
87,ON533EL0GSXG2NAFAMZ,Irfan,2341,9/3/2016,5,0,yeh waqai aik acha phone hai screen karkardagi khususiyaat camera aawaz battery sab bohat achay hain baichnay wala bhi bohat taawun karta hai,Positive,"['screen', 'camera', 'aawaz', 'battery', 'baichnay', 'taawun']",,,,,,
88,ON533EL0GSXG2NAFAMZ,bill,6440,12/1/2019,5,0,islamabad mein aik din ke andar yeh aala masool sun hwa,Positive,"['din', 'masool']",,,,,,
89,ON533EL0GSXG2NAFAMZ,Nabeel,3856,2/21/2016,5,0,shandaar phone khaas tor par qeemat di gayi hai aik karkardagi ka muzahira karne wala janwar aur dish charger ke sath adhay ghantay ke muawzay mein aik din ke liye jana achchhaa hai zabardast  taiz sun hwa chehra aur finger print  stock android tajurbah ke qareeb waqai parcham bardaar qaatil honay ke liye saakh ke mustahiq hain,Neutral,"['shandaar', 'khaas', 'tor', 'qeemat', 'janwar', 'dish', 'charger', 'ghantay', 'din', 'zabardast', 'taiz', 'chehra', 'finger', 'print', 'stock', 'android', 'tajurbah', 'qareeb', 'parcham', 'qaatil', 'mustahiq']",,,,,,
90,ON533EL0GSXG2NAFAMZ,Syed Usama Nasir,5448,5/27/2017,5,0,mein ny aaj yeh phone khareeda hai aur yeh iss behtareen phone hai jo aap ko iss budget mein mil sakay ga behtareen karkardagi kaam roshni wali soorat e haal mein kamera itna achchca nahi hai warna aik achchca soda hai,Positive,"['behtareen', 'budget', 'behtareen', 'roshni', 'kamera', 'soda']",,,,,,
